,Selection,High Freq (Hz),File Offset (s),filename,duration,marginals
1488,1662,56.83600000000001,67148.6831,nn06a_20180615_000000.wav,5.136,
1489,1663,33.433,67742.5119,nn06a_20180615_000000.wav,3.0810000000000004,
1490,1664,40.955,67927.2281,nn06a_20180615_000000.wav,3.381,marginal
1491,1665,100.299,67942.7202,nn06a_20180615_000000.wav,2.525,
1492,1666,48.478,67958.1052,nn06a_20180615_000000.wav,4.4510000000000005,
1493,1667,117.851,68017.9256,nn06a_20180615_000000.wav,2.61,
1494,1668,101.701,68425.3496,nn06a_20180615_000000.wav,4.36,
1495,1669,47.642,68526.5562,nn06a_20180615_000000.wav,3.681,
1496,1670,44.299,68554.9728,nn06a_20180615_000000.wav,1.883,
1497,1671,59.343,68580.8985,nn06a_20180615_000000.wav,2.653,
1498,1672,48.478,68581.9256,nn06a_20180615_000000.wav,3.595,
1499,1673,66.943,68692.0443,nn06a_20180615_000000.wav,1.35,
1500,1674,45.11,68698.7857,nn06a_20180615_000000.wav,2.011,
1501,1675,57.672,68703.3207,nn06a_20180615_000000.wav,6.034,
1502,1676,42.627,68704.2195,nn06a_20180615_000000.wav,4.022,
1503,1677,81.747,68721.2049,nn06a_20180615_000000.wav,2.984,
1504,1678,265.839,68781.1258,nn06a_20180615_000000.wav,3.907,
1505,1679,258.759,68786.0635,nn06a_20180615_000000.wav,2.167,
1506,1680,258.759,68792.742,nn06a_20180615_000000.wav,5.151,
1507,1681,50.985,68799.5948,nn06a_20180615_000000.wav,4.921,
1508,1682,88.82799999999997,68844.0084,nn06a_20180615_000000.wav,2.21,
1509,1683,258.759,68903.2295,nn06a_20180615_000000.wav,4.13,
1510,1684,44.299,68918.0369,nn06a_20180615_000000.wav,2.482,
1511,1685,151.908,68989.7842,nn06a_20180615_000000.wav,6.8210000000000015,
1512,1686,44.299,69063.1325,nn06a_20180615_000000.wav,2.9530000000000003,marginal
1513,1687,76.06,69077.4263,nn06a_20180615_000000.wav,2.525,
1514,1688,44.00899999999999,69081.1858,nn06a_20180615_000000.wav,2.609,
1515,1689,49.112,69082.49,nn06a_20180615_000000.wav,2.385,
1516,1690,38.448,69150.064,nn06a_20180615_000000.wav,4.339,
1517,1691,37.977,69153.9411,nn06a_20180615_000000.wav,3.979,
1518,1692,109.493,69421.412,nn06a_20180615_000000.wav,2.9530000000000003,
1519,1693,64.358,69500.91,nn06a_20180615_000000.wav,3.809,marginal
1520,1694,42.627,69911.1054,nn06a_20180615_000000.wav,7.532,marginal
1521,1695,45.97,69998.6146,nn06a_20180615_000000.wav,4.065,marginal
1522,1696,40.119,70012.9084,nn06a_20180615_000000.wav,3.552,marginal
1523,1697,60.179,70059.9328,nn06a_20180615_000000.wav,1.712,
1524,1698,56.644,70596.5657,nn06a_20180615_000000.wav,6.749,
1525,1699,56.0,70608.0982,nn06a_20180615_000000.wav,4.751,
1526,1700,84.322,70619.088,nn06a_20180615_000000.wav,2.962,
1527,1701,52.782,70624.2034,nn06a_20180615_000000.wav,3.238,
1528,1702,56.0,70646.6574,nn06a_20180615_000000.wav,3.851,
1529,1703,40.552,70696.5374,nn06a_20180615_000000.wav,1.634,marginal
1530,1704,49.313,70805.5332,nn06a_20180615_000000.wav,2.483,
1531,1705,58.507,70901.7216,nn06a_20180615_000000.wav,5.05,marginal
1532,1706,46.806,70911.3507,nn06a_20180615_000000.wav,4.279,
1533,1707,61.015,70944.3807,nn06a_20180615_000000.wav,6.89,
1534,1708,42.627,70949.131,nn06a_20180615_000000.wav,3.552,
1535,1709,40.955,70955.422,nn06a_20180615_000000.wav,5.778,
1536,1710,46.806,71645.3964,nn06a_20180615_000000.wav,3.252,
1537,1711,42.627,71677.1081,nn06a_20180615_000000.wav,2.354,marginal
1538,1712,56.0,72364.9428,nn06a_20180615_000000.wav,2.097,marginal
1539,1713,59.343,72387.0254,nn06a_20180615_000000.wav,2.61,marginal
1540,1714,49.875,72860.3446,nn06a_20180615_000000.wav,1.995,marginal
1541,1715,48.92,72873.7958,nn06a_20180615_000000.wav,1.612,marginal
1542,1716,45.057,72880.9494,nn06a_20180615_000000.wav,2.252,marginal
1543,1717,56.12600000000001,1184.348,nn06a_20180716_000000.wav,3.484,marginal
1544,1718,61.17100000000001,10039.267,nn06a_20180716_000000.wav,2.832,
1545,1719,60.541,10044.932,nn06a_20180716_000000.wav,3.019,
1546,1720,49.18899999999999,10056.522,nn06a_20180716_000000.wav,2.72,marginal
1547,1721,60.541,19851.354,nn06a_20180716_000000.wav,2.665,marginal
1548,1722,54.865,20172.894,nn06a_20180716_000000.wav,2.758,
1549,1723,34.054,20175.838,nn06a_20180716_000000.wav,1.789,
1550,1724,30.1,20176.025,nn06a_20180716_000000.wav,7.193,
1551,1725,52.973,20219.441000000006,nn06a_20180716_000000.wav,5.832000000000002,
1552,1726,54.11600000000001,20321.18,nn06a_20180716_000000.wav,6.524,
1553,1727,29.0,20322.745,nn06a_20180716_000000.wav,5.2170000000000005,
1554,1728,31.2,20381.329,nn06a_20180716_000000.wav,6.707999999999998,
1555,1729,37.9,20421.242,nn06a_20180716_000000.wav,2.124,
1556,1730,27.748,20427.2978,nn06a_20180716_000000.wav,3.354,marginal
1557,1731,31.2,20438.348,nn06a_20180716_000000.wav,3.429,
1558,1732,29.0,20457.987,nn06a_20180716_000000.wav,2.6460000000000004,
1559,1733,27.8,20471.888,nn06a_20180716_000000.wav,2.385,
1560,1734,44.264,20492.72,nn06a_20180716_000000.wav,5.523,
1561,1735,41.771,20533.155,nn06a_20180716_000000.wav,3.169,
1562,1736,51.712,20570.981,nn06a_20180716_000000.wav,3.112,
1563,1737,229.421,20579.106,nn06a_20180716_000000.wav,5.926,
1564,1738,60.541,20584.3413,nn06a_20180716_000000.wav,1.975,
1565,1739,59.227,20586.0927,nn06a_20180716_000000.wav,2.387,
1566,1740,131.171,20590.286,nn06a_20180716_000000.wav,4.341,
1567,1741,128.018,20598.783,nn06a_20180716_000000.wav,6.167000000000002,
1568,1742,227.027,20612.609,nn06a_20180716_000000.wav,5.832000000000002,
1569,1743,80.09,20648.273,nn06a_20180716_000000.wav,5.273,
1570,1744,146.306,20662.733,nn06a_20180716_000000.wav,7.732,
1571,1745,64.955,20711.068,nn06a_20180716_000000.wav,4.23,
1572,1746,37.406,21589.3459,nn06a_20180716_000000.wav,6.164,marginal
1573,1747,37.9,21615.019,nn06a_20180716_000000.wav,5.106,
1574,1748,53.5,22444.845,nn06a_20180716_000000.wav,1.565,
1575,1749,43.4,22451.18,nn06a_20180716_000000.wav,3.093,marginal
1576,1750,51.2,24400.211,nn06a_20180716_000000.wav,2.87,
1577,1751,47.9,51881.031,nn06a_20180716_000000.wav,4.248,
1578,1752,42.3,63331.975,nn06a_20180716_000000.wav,3.354,
1579,1753,90.811,63357.876,nn06a_20180716_000000.wav,3.056,
1580,1754,43.4,63392.348,nn06a_20180716_000000.wav,1.901,marginal
1581,1755,40.524,64158.8856,nn06a_20180716_000000.wav,5.561,
1582,1756,37.9,64476.298,nn06a_20180716_000000.wav,4.211,
1583,1757,42.3,64954.696,nn06a_20180716_000000.wav,3.168,
1584,1758,39.0,64971.168,nn06a_20180716_000000.wav,3.615,
1585,1759,40.1,65008.733,nn06a_20180716_000000.wav,1.938,marginal
1586,1760,37.9,65054.31,nn06a_20180716_000000.wav,5.0680000000000005,
1587,1761,40.1,65077.528,nn06a_20180716_000000.wav,3.503,marginal
1588,1762,39.0,65105.143,nn06a_20180716_000000.wav,3.988,marginal
1589,1763,39.0,65116.845,nn06a_20180716_000000.wav,6.224,
1590,1764,37.9,65135.888,nn06a_20180716_000000.wav,3.689,marginal
1591,1765,35.946,65160.9872,nn06a_20180716_000000.wav,2.758,marginal
1592,1766,40.1,65201.031,nn06a_20180716_000000.wav,4.025,marginal
1593,1767,40.99100000000001,65238.2425,nn06a_20180716_000000.wav,5.646,
1594,1768,39.099,65253.8202,nn06a_20180716_000000.wav,5.0310000000000015,marginal
1595,1769,41.2,65281.006,nn06a_20180716_000000.wav,5.255,
1596,1770,42.3,65289.35400000001,nn06a_20180716_000000.wav,6.149,
1597,1771,36.7,65305.043,nn06a_20180716_000000.wav,6.335,marginal
1598,1772,35.823,65317.2825,nn06a_20180716_000000.wav,4.978,marginal
1599,1773,41.622,65329.2482,nn06a_20180716_000000.wav,6.652,marginal
1600,1774,38.468,65361.0464,nn06a_20180716_000000.wav,2.907,marginal
1601,1775,39.0,65401.901,nn06a_20180716_000000.wav,4.6960000000000015,
1602,1776,42.3,65414.05,nn06a_20180716_000000.wav,4.6960000000000015,
1603,1777,39.73,65447.3569,nn06a_20180716_000000.wav,3.838,marginal
1604,1778,40.1,65464.099,nn06a_20180716_000000.wav,4.137,marginal
1605,1779,42.3,65481.279,nn06a_20180716_000000.wav,2.72,
1606,1780,42.3,65492.348,nn06a_20180716_000000.wav,5.143,
1607,1781,146.306,65503.677,nn06a_20180716_000000.wav,4.77,
1608,1782,41.2,65527.938,nn06a_20180716_000000.wav,5.814,
1609,1783,41.2,65547.019,nn06a_20180716_000000.wav,3.764,
1610,1784,42.3,65568.224,nn06a_20180716_000000.wav,5.0310000000000015,
1611,1785,151.351,65600.23599999999,nn06a_20180716_000000.wav,4.574,
1612,1786,178.468,65607.205,nn06a_20180716_000000.wav,6.3260000000000005,
1613,1787,41.2,65632.733,nn06a_20180716_000000.wav,3.168,
1614,1788,42.3,65639.44099999999,nn06a_20180716_000000.wav,3.279,
1615,1789,158.91899999999995,65661.1494,nn06a_20180716_000000.wav,5.636,
1616,1790,154.505,65672.646,nn06a_20180716_000000.wav,6.065,
1617,1791,198.649,65694.2426,nn06a_20180716_000000.wav,7.76,
1618,1792,191.081,65707.08099999999,nn06a_20180716_000000.wav,4.909,
1619,1793,187.297,65718.037,nn06a_20180716_000000.wav,5.73,
1620,1794,144.414,65733.95,nn06a_20180716_000000.wav,4.91,
1621,1795,46.8,65749.379,nn06a_20180716_000000.wav,5.329,
1622,1796,43.4,65765.665,nn06a_20180716_000000.wav,5.553,
1623,1797,41.2,65786.944,nn06a_20180716_000000.wav,3.95,
1624,1798,44.144,65798.0403,nn06a_20180716_000000.wav,4.332,
1625,1799,173.423,65805.8203,nn06a_20180716_000000.wav,4.937,
1626,1800,37.9,65815.602,nn06a_20180716_000000.wav,6.857,
1627,1801,40.1,65841.80099999999,nn06a_20180716_000000.wav,7.975,
1628,1802,39.0,65861.106,nn06a_20180716_000000.wav,6.559,
1629,1803,41.2,65874.261,nn06a_20180716_000000.wav,6.894,
1630,1804,44.5,65894.19900000001,nn06a_20180716_000000.wav,7.23,
1631,1805,40.1,65915.18,nn06a_20180716_000000.wav,8.347999999999999,
1632,1806,41.2,65935.304,nn06a_20180716_000000.wav,5.851,
1633,1807,43.4,65951.925,nn06a_20180716_000000.wav,7.006,
1634,1808,39.0,65982.708,nn06a_20180716_000000.wav,6.559,
1635,1809,37.9,66005.106,nn06a_20180716_000000.wav,6.634,
1636,1810,36.7,66054.447,nn06a_20180716_000000.wav,5.106,
1637,1811,40.1,66075.354,nn06a_20180716_000000.wav,5.851,
1638,1812,41.2,66089.665,nn06a_20180716_000000.wav,5.888,
1639,1813,40.1,66116.348,nn06a_20180716_000000.wav,1.975,
1640,1814,175.946,66118.547,nn06a_20180716_000000.wav,4.137,
1641,1815,47.9,66149.105,nn06a_20180716_000000.wav,1.193,
1642,1816,47.9,66152.05,nn06a_20180716_000000.wav,2.3480000000000003,
1643,1817,39.0,66154.062,nn06a_20180716_000000.wav,4.6960000000000015,
1644,1818,186.036,66160.957,nn06a_20180716_000000.wav,4.081,
1645,1819,44.5,66167.963,nn06a_20180716_000000.wav,4.621,
1646,1820,41.2,66180.932,nn06a_20180716_000000.wav,6.671,
1647,1821,36.7,66194.944,nn06a_20180716_000000.wav,4.807,
1648,1822,104.7,66202.77,nn06a_20180716_000000.wav,2.199,
1649,1823,132.5,66206.087,nn06a_20180716_000000.wav,1.304,
1650,1824,131.4,66208.621,nn06a_20180716_000000.wav,1.379,
1651,1825,132.5,66211.938,nn06a_20180716_000000.wav,1.602,
1652,1826,191.5,66217.64,nn06a_20180716_000000.wav,1.453,
1653,1827,62.4,66220.584,nn06a_20180716_000000.wav,2.087,
1654,1828,180.4,66224.348,nn06a_20180716_000000.wav,2.199,
1655,1829,40.1,66380.05,nn06a_20180716_000000.wav,3.503,
1656,1830,54.6,66503.292,nn06a_20180716_000000.wav,1.304,marginal
1657,1831,39.0,66515.59,nn06a_20180716_000000.wav,1.043,marginal
1658,1832,37.9,66579.13,nn06a_20180716_000000.wav,4.807,
1659,1833,52.973,66660.214,nn06a_20180716_000000.wav,5.657,
1660,1834,35.061,66663.9559,nn06a_20180716_000000.wav,3.199,
1661,1835,43.4,66666.224,nn06a_20180716_000000.wav,1.342,
1662,1836,52.973,66678.3914,nn06a_20180716_000000.wav,4.51,marginal
1663,1837,37.9,66691.602,nn06a_20180716_000000.wav,4.2860000000000005,marginal
1664,1838,39.0,66832.36,nn06a_20180716_000000.wav,2.87,
1665,1839,39.0,66895.677,nn06a_20180716_000000.wav,1.491,marginal
1666,1840,102.162,66996.55900000001,nn06a_20180716_000000.wav,3.447,
1667,1841,122.973,67014.037,nn06a_20180716_000000.wav,4.677,
1668,1842,119.82,67034.422,nn06a_20180716_000000.wav,2.777,
1669,1843,39.0,67056.894,nn06a_20180716_000000.wav,3.354,
1670,1844,39.0,67218.07400000001,nn06a_20180716_000000.wav,4.882,
1671,1845,36.7,67417.714,nn06a_20180716_000000.wav,5.0310000000000015,marginal
1672,1846,36.7,67531.08099999999,nn06a_20180716_000000.wav,4.547,marginal
1673,1847,35.6,67642.397,nn06a_20180716_000000.wav,5.441,
1674,1848,190.45,67711.118,nn06a_20180716_000000.wav,3.54,
1675,1849,37.838,67743.5966,nn06a_20180716_000000.wav,3.205,marginal
1676,1850,54.6,67783.714,nn06a_20180716_000000.wav,2.311,marginal
1677,1851,194.36,67791.27900000001,nn06a_20180716_000000.wav,4.192,
1678,1852,56.757,67871.4962,nn06a_20180716_000000.wav,4.882,
1679,1853,37.9,67888.398,nn06a_20180716_000000.wav,4.994,
1680,1854,56.8,67922.31,nn06a_20180716_000000.wav,3.168,
1681,1855,51.067,67932.7756,nn06a_20180716_000000.wav,3.785,marginal
1682,1856,37.838,67956.2052,nn06a_20180716_000000.wav,4.7330000000000005,marginal
1683,1857,37.9,67971.093,nn06a_20180716_000000.wav,4.472,
1684,1858,37.9,68054.385,nn06a_20180716_000000.wav,4.435,
1685,1859,53.5,68062.174,nn06a_20180716_000000.wav,4.025,
1686,1860,41.2,68076.522,nn06a_20180716_000000.wav,6.186,
1687,1861,36.7,68125.789,nn06a_20180716_000000.wav,6.0,marginal
1688,1862,51.2,68136.708,nn06a_20180716_000000.wav,2.5340000000000003,
1689,1863,37.9,68168.534,nn06a_20180716_000000.wav,6.0,
1690,1864,81.98200000000001,68365.2115,nn06a_20180716_000000.wav,3.783,
1691,1865,52.3,68430.11200000001,nn06a_20180716_000000.wav,3.354,
1692,1866,52.3,68455.23,nn06a_20180716_000000.wav,4.099,
1693,1867,37.9,68457.317,nn06a_20180716_000000.wav,4.36,
1694,1868,60.1,68509.826,nn06a_20180716_000000.wav,4.957,
1695,1869,41.2,68519.292,nn06a_20180716_000000.wav,4.994,
1696,1870,45.405,68546.3247,nn06a_20180716_000000.wav,2.273,marginal
1697,1871,37.348,68559.2676,nn06a_20180716_000000.wav,3.344,marginal
1698,1872,37.9,68615.59,nn06a_20180716_000000.wav,4.7330000000000005,
1699,1873,51.2,68626.4538,nn06a_20180716_000000.wav,6.363,
1700,1874,36.7,68861.665,nn06a_20180716_000000.wav,2.6460000000000004,marginal
1701,1875,29.0,73985.664,nn06a_20180716_000000.wav,2.497,marginal
1702,1876,36.7,82336.994,nn06a_20180716_000000.wav,1.826,marginal
1703,1877,41.2,86283.045,nn06a_20180716_000000.wav,3.838,
1704,1878,44.4,14865.739,nn06a_20180721_000000.wav,2.845,marginal
1705,1879,46.135,14871.6182,nn06a_20180721_000000.wav,4.301,marginal
1706,1880,43.445,15113.2483,nn06a_20180721_000000.wav,1.519,marginal
1707,1881,45.6,15157.685,nn06a_20180721_000000.wav,2.402,
1708,1882,44.4,15165.406,nn06a_20180721_000000.wav,2.3280000000000003,
1709,1883,44.4,15171.318,nn06a_20180721_000000.wav,1.219,marginal
1710,1884,44.4,15174.015,nn06a_20180721_000000.wav,1.4780000000000002,
1711,1885,43.3,15179.32,nn06a_20180721_000000.wav,2.032,
1712,1886,44.4,15188.483,nn06a_20180721_000000.wav,1.589,
1713,1887,43.3,15246.879,nn06a_20180721_000000.wav,2.512,
1714,1888,40.0,15251.83,nn06a_20180721_000000.wav,1.33,
1715,1889,38.9,15257.223999999998,nn06a_20180721_000000.wav,3.067,
1716,1890,43.3,15293.305,nn06a_20180721_000000.wav,4.507,
1717,1891,44.4,15623.364,nn06a_20180721_000000.wav,4.175,
1718,1892,44.4,15631.123,nn06a_20180721_000000.wav,2.8080000000000003,
1719,1893,42.2,15637.626,nn06a_20180721_000000.wav,2.439,
1720,1894,44.4,15646.973,nn06a_20180721_000000.wav,1.884,
1721,1895,50.0,15768.665,nn06a_20180721_000000.wav,4.36,
1722,1896,40.0,15778.899,nn06a_20180721_000000.wav,1.663,
1723,1897,44.4,15783.961,nn06a_20180721_000000.wav,3.621,
1724,1898,41.1,15790.685,nn06a_20180721_000000.wav,3.067,
1725,1899,43.3,15805.98,nn06a_20180721_000000.wav,3.953,
1726,1900,42.2,15822.532,nn06a_20180721_000000.wav,2.697,
1727,1901,44.4,15828.798,nn06a_20180721_000000.wav,3.141,
1728,1902,46.036,16686.2334,nn06a_20180721_000000.wav,2.958,
1729,1903,45.6,16692.244,nn06a_20180721_000000.wav,2.402,
1730,1904,45.6,16807.744,nn06a_20180721_000000.wav,1.884,
1731,1905,45.6,16811.993000000002,nn06a_20180721_000000.wav,1.589,
1732,1906,44.4,16816.5,nn06a_20180721_000000.wav,2.402,
1733,1907,35.6,36913.034,nn06a_20180721_000000.wav,3.842,
1734,1908,33.3,41329.877,nn06a_20180721_000000.wav,5.801,
1735,1909,45.6,41332.278,nn06a_20180721_000000.wav,4.064,
1736,1910,43.3,41345.616,nn06a_20180721_000000.wav,4.729,marginal
1737,1911,34.4,41366.121,nn06a_20180721_000000.wav,1.958,
1738,1912,33.3,41469.724,nn06a_20180721_000000.wav,2.032,marginal
1739,1913,35.536,42303.6714,nn06a_20180721_000000.wav,3.991,marginal
1740,1914,34.299,63735.9757,nn06a_20180721_000000.wav,3.4210000000000003,marginal
1741,1915,36.7,64218.044,nn06a_20180721_000000.wav,3.732,marginal
1742,1916,33.3,64318.692,nn06a_20180721_000000.wav,4.914,
1743,1917,34.913000000000004,64327.4682,nn06a_20180721_000000.wav,4.124,marginal
1744,1918,35.6,66012.569,nn06a_20180721_000000.wav,3.214,marginal
1745,1919,35.6,66813.665,nn06a_20180721_000000.wav,4.434,marginal
1746,1920,52.2,85500.51,nn06a_20180721_000000.wav,2.623,
1747,1921,43.3,85594.24900000001,nn06a_20180721_000000.wav,5.357,
1748,1922,61.2,68516.1241,nn06a_20181009_000000.wav,4.025,
1749,1923,48.6,68524.1365,nn06a_20181009_000000.wav,2.273,marginal
1750,1924,138.7,68742.9689,nn06a_20181009_000000.wav,4.658,
1751,1925,44.1,68776.0992,nn06a_20181009_000000.wav,3.317,
1752,1926,47.3,68779.8632,nn06a_20181009_000000.wav,3.54,marginal
1753,1927,46.7,68975.8136,nn06a_20181009_000000.wav,5.553,
1754,1928,41.159,69003.2049,nn06a_20181009_000000.wav,3.02,marginal
1755,1929,50.5,69029.4037,nn06a_20181009_000000.wav,5.218,
1756,1930,40.4,69452.6833,nn06a_20181009_000000.wav,3.764,
1757,1931,43.5,69919.4161,nn06a_20181009_000000.wav,4.211,
1758,1932,42.3,70009.2297,nn06a_20181009_000000.wav,3.317,
1759,1933,43.5,70013.7017,nn06a_20181009_000000.wav,3.764,
1760,1934,32.8,70018.7701,nn06a_20181009_000000.wav,3.987,
1761,1935,34.1,70028.9067,nn06a_20181009_000000.wav,4.398,marginal
1762,1936,51.1,70190.0869,nn06a_20181009_000000.wav,4.285,
1763,1937,40.4,70336.9565,nn06a_20181009_000000.wav,1.975,
1764,1938,53.0,70355.8136,nn06a_20181009_000000.wav,3.429,marginal
1765,1939,37.2,70518.3353,nn06a_20181009_000000.wav,2.422,marginal
1766,1940,97.88,70856.3105,nn06a_20181009_000000.wav,9.643,
1767,1941,84.5,70888.3479,nn06a_20181009_000000.wav,5.603,
1768,1942,88.3,70933.4534,nn06a_20181009_000000.wav,3.093,
1769,1943,65.0,70980.8944,nn06a_20181009_000000.wav,4.062,
1770,1944,124.9,71107.2297,nn06a_20181009_000000.wav,5.143,
1771,1945,90.8,71234.9812,nn06a_20181009_000000.wav,2.907,
1772,1946,117.3,71236.8448,nn06a_20181009_000000.wav,2.199,
1773,1947,105.3,71242.3975,nn06a_20181009_000000.wav,3.5780000000000003,
1774,1948,54.2,71367.1676,nn06a_20181009_000000.wav,3.727,
1775,1949,44.8,71445.1677,nn06a_20181009_000000.wav,2.162,marginal
1776,1950,64.3,71485.7888,nn06a_20181009_000000.wav,1.379,marginal
1777,1951,101.621,71830.2044,nn06a_20181009_000000.wav,4.008,
1778,1952,35.0,71835.7268,nn06a_20181009_000000.wav,2.013,marginal
1779,1953,149.5,71870.1614,nn06a_20181009_000000.wav,5.18,
1780,1954,41.0,72016.1738,nn06a_20181009_000000.wav,3.2430000000000003,
1781,1955,35.9,72063.1304,nn06a_20181009_000000.wav,3.988,
1782,1956,92.1,72064.9937,nn06a_20181009_000000.wav,4.323,
1783,1957,35.3,72113.59,nn06a_20181009_000000.wav,2.012,marginal
1784,1958,42.3,72183.354,nn06a_20181009_000000.wav,3.652,
1785,1959,63.1,72186.0372,nn06a_20181009_000000.wav,3.056,
1786,1960,52.3,72190.3974,nn06a_20181009_000000.wav,4.062,
1787,1961,51.1,72272.6833,nn06a_20181009_000000.wav,4.994,
1788,1962,96.5,72282.2608,nn06a_20181009_000000.wav,3.5410000000000004,
1789,1963,35.3,72329.6645,nn06a_20181009_000000.wav,1.975,
1790,1964,39.103,72346.8981,nn06a_20181009_000000.wav,3.155,marginal
1791,1965,50.5,72349.5651,nn06a_20181009_000000.wav,2.124,
1792,1966,30.769,72368.2094,nn06a_20181009_000000.wav,1.556,
1793,1967,37.2,72437.9628,nn06a_20181009_000000.wav,2.907,
1794,1968,43.5,72470.5712,nn06a_20181009_000000.wav,2.46,
1795,1969,47.9,72495.5776,nn06a_20181009_000000.wav,4.249,
1796,1970,31.5,72498.8571,nn06a_20181009_000000.wav,2.6830000000000003,
1797,1971,37.2,72504.1117,nn06a_20181009_000000.wav,6.485,
1798,1972,41.059,72513.9129,nn06a_20181009_000000.wav,2.832,marginal
1799,1973,50.5,72514.062,nn06a_20181009_000000.wav,4.323,
1800,1974,56.1,72579.4472,nn06a_20181009_000000.wav,2.422,marginal
1801,1975,41.6,72582.2236,nn06a_20181009_000000.wav,2.236,marginal
1802,1976,90.2,72625.5277,nn06a_20181009_000000.wav,5.627999999999999,
1803,1977,69.4,72627.7639,nn06a_20181009_000000.wav,4.36,marginal
1804,1978,31.5,72670.2484,nn06a_20181009_000000.wav,3.54,
1805,1979,90.8,72695.59,nn06a_20181009_000000.wav,3.913,
1806,1980,76.3,72704.1987,nn06a_20181009_000000.wav,6.671,
1807,1981,40.4,72714.0745,nn06a_20181009_000000.wav,2.273,marginal
1808,1982,49.8,72718.621,nn06a_20181009_000000.wav,3.279,
1809,1983,41.6,72726.708,nn06a_20181009_000000.wav,2.422,
1810,1984,90.2,72989.7762,nn06a_20181009_000000.wav,4.099,
1811,1985,75.7,73399.677,nn06a_20181009_000000.wav,3.764,
1812,1986,135.0,73628.0124,nn06a_20181009_000000.wav,4.547,
1813,1987,88.3,73642.1738,nn06a_20181009_000000.wav,3.764,
1814,1988,88.3,73903.4161,nn06a_20181009_000000.wav,3.652,
1815,1989,41.6,74453.2918,nn06a_20181101_000000.wav,4.77,marginal
1816,1990,47.3,75092.944,nn06a_20181101_000000.wav,6.372000000000001,marginal
1817,1991,30.3,88483.4906,nn06a_20181101_000000.wav,4.1,marginal
1818,1992,34.1,90402.9318,nn06a_20181101_000000.wav,4.547,
1819,1993,30.9,90746.1614,nn06a_20181101_000000.wav,4.659,
1820,1994,30.3,90804.3353,nn06a_20181101_000000.wav,4.994,
1821,1995,30.3,90819.6521,nn06a_20181101_000000.wav,4.472,
1822,1996,30.3,90828.5963,nn06a_20181101_000000.wav,4.7330000000000005,
1823,1997,29.6,90852.6335,nn06a_20181101_000000.wav,6.82,marginal
1824,1998,32.8,90897.7268,nn06a_20181101_000000.wav,7.566,
1825,1999,29.6,90917.7017,nn06a_20181101_000000.wav,4.695,
1826,2000,31.5,90951.7268,nn06a_20181101_000000.wav,6.597,
1827,2001,47.3,90957.0931,nn06a_20181101_000000.wav,4.472,
1828,2002,33.4,90977.7762,nn06a_20181101_000000.wav,5.739,
1829,2003,29.6,90995.9628,nn06a_20181101_000000.wav,6.559,
1830,2004,27.1,91019.4037,nn06a_20181101_000000.wav,5.553,
1831,2005,27.1,91055.59,nn06a_20181101_000000.wav,4.099,marginal
1832,2006,30.9,91073.2173,nn06a_20181101_000000.wav,5.888,
1833,2007,41.6,91093.7143,nn06a_20181101_000000.wav,6.297999999999999,
1834,2008,27.1,91116.5217,nn06a_20181101_000000.wav,3.466,
1835,2009,41.6,91159.677,nn06a_20181101_000000.wav,3.279,
1836,2010,37.2,91277.8883,nn06a_20181101_000000.wav,4.845,marginal
1837,2011,31.5,91346.6459,nn06a_20181101_000000.wav,5.5520000000000005,
1838,2012,49.8,91383.3913,nn06a_20181101_000000.wav,1.789,
1839,2013,50.5,91384.3602,nn06a_20181101_000000.wav,4.509,
1840,2014,40.4,91408.1366,nn06a_20181101_000000.wav,3.2430000000000003,marginal
1841,2015,28.4,91518.1117,nn06a_20181101_000000.wav,1.789,marginal
1842,2016,32.2,91983.1304,nn06a_20181101_000000.wav,4.957,
1843,2017,30.3,92007.6892,nn06a_20181101_000000.wav,4.994,
1844,2018,32.2,92289.8013,nn06a_20181101_000000.wav,6.41,
1845,2019,27.7,92342.4224,nn06a_20181101_000000.wav,5.702000000000001,
1846,2020,198.933,92621.9628,nn06a_20181101_000000.wav,5.421,
1847,2021,170.732,92691.8758,nn06a_20181101_000000.wav,3.576,
1848,2022,174.543,92801.4783,nn06a_20181101_000000.wav,2.418,
1849,2023,176.829,92828.236,nn06a_20181101_000000.wav,5.692,
1850,2024,50.5,92864.0869,nn06a_20181101_000000.wav,2.049,
1851,2025,80.7,92876.6459,nn06a_20181101_000000.wav,7.099,
1852,2026,99.6,92910.3726,nn06a_20181101_000000.wav,5.441,
1853,2027,80.1,92923.4161,nn06a_20181101_000000.wav,5.441,
1854,2028,51.7,93007.6024,nn06a_20181101_000000.wav,4.2860000000000005,
1855,2029,90.2,93035.4783,nn06a_20181101_000000.wav,6.932,
1856,2030,71.3,93057.5031,nn06a_20181101_000000.wav,3.093,
1857,2031,40.0,60488.3106,nn06a_20181220_020245.wav,2.609,marginal
1858,2032,40.6,60511.5279,nn06a_20181220_020245.wav,6.112,
1859,2033,40.0,60521.2546,nn06a_20181220_020245.wav,4.584,
1860,2034,37.5,60577.6769,nn06a_20181220_020245.wav,5.105,
1861,2035,43.7,60921.3913,nn06a_20181220_020245.wav,5.926,marginal
1862,2036,62.2,63845.5528,nn06a_20181220_020245.wav,1.229,
1863,2037,71.4,63847.0808,nn06a_20181220_020245.wav,1.304,
1864,2038,43.1,65414.6087,nn06a_20181220_020245.wav,4.323,
